species	chemical	frequency	pmid
Salix serissima	canagliflozin	2	28255241
Salix serissima	l-tpiat	1	28241234
Salix serissima	phyto-oestrogen	1	28222858
Salix serissima	chrysin	1	28222858
Salix serissima	galangin	1	28222858
Salix serissima	pcdd/pcdf	1	28199876
Salix serissima	teq	2	28199876
Salix serissima	pcdd/pcdf toxic equivalent	1	28199876
Salix serissima	pcdd/pcdf teq	1	28199876
Salix serissima	chlorophyll a+b	1	28199876
Salix serissima	coppermine	1	28194307
Salix serissima	n2o	5	28165773, 25585149, 24462881
Salix serissima	phospholipid fatty acids	2	28165773, 26684839
Salix serissima	plfa	1	28165773
Salix serissima	dea	1	28165773
Salix serissima	chlorinated ethenes	2	28160680, 19260231
Salix serissima	chlorinated	1	28160680
Salix serissima	perchloroethene	1	28160680
Salix serissima	pce	3	28160680, 19260231
Salix serissima	trichloroethene	1	28160680
Salix serissima	fostamatinib	6	28116513
Salix serissima	dce	1	28116513
Salix serissima	tyrosine	5	28071035, 26753794, 10712554
Salix serissima	phenylalanine	4	28071035, 26070140, 12921436, 10712554
Salix serissima	shikimic acid	3	28071035
Salix serissima	isoorientin	1	28071035
Salix serissima	carbonate	3	28063318, 18440225, 12371173
Salix serissima	cfas	1	28061412
Salix serissima	8-hydroxy-2'-deoxyguanosine	1	28061412
Salix serissima	8-ohdg	1	28061412
Salix serissima	cfa	4	28061412
Salix serissima	sulfo	1	28061412
Salix serissima	sulfo-calcic cfa	1	28061412
Salix serissima	leucine	5	28002449, 26753794, 22986820, 15120117
Salix serissima	amoxicillin/clavulanate	1	27981596
Salix serissima	temozolomide	3	27981596, 25256634
Salix serissima	ursodiol	1	27981596
Salix serissima	odx	4	27958190
Salix serissima	evn4680	1	27917037
Salix serissima	evn4504	1	27917037
Salix serissima	rh2	1	27917037
Salix serissima	polyurethane	1	27916135
Salix serissima	dcifoda	1	27916135
Salix serissima	2',7'-dichloro-5(6)-n-octadecyl-carboxamidofluorescein	1	27916135
Salix serissima	po	1	27916135
Salix serissima	anion	1	27916135
Salix serissima	al3+	1	27916135
Salix serissima	co2+	1	27916135
Salix serissima	mn2+	1	27916135
Salix serissima	srp	1	27867504
Salix serissima	pga	2	27785733
Salix serissima	delta7-sterols	1	27731933
Salix serissima	subalpine	1	30128118
Salix serissima	aoz	2	27607908
Salix serissima	dcv	5	27605539
Salix serissima	rbv	11	27605539, 27418632, 26519873
Salix serissima	so2	7	27590881, 24462881, 15930584, 11706797, 28307589
Salix serissima	gdd	3	27516856
Salix serissima	cdeis	2	27501379
Salix serissima	silymarin	1	27473536
Salix serissima	5-asas	1	27416045
Salix serissima	menaquinones	1	27373912
Salix serissima	mk-11	1	27373912
Salix serissima	mk-10	1	27373912
Salix serissima	mk-12	1	27373912
Salix serissima	ar33t	1	27373912
Salix serissima	phenolie acid	1	29648714
Salix serissima	cd + cu	1	27348407
Salix serissima	diesel fuel oil	1	27313574
Salix serissima	naphthalene	2	27313574, 16151227
Salix serissima	sulfur dioxide	2	27266523, 23562799
Salix serissima	ethylene diurea	2	27259037
Salix serissima	lacustrine	3	27255321, 11280048
Salix serissima	hf	1	27255321
Salix serissima	rb	4	27255321, 11706797, 11669279
Salix serissima	sm	1	27255321
Salix serissima	alb	3	27241229
Salix serissima	lca	3	27240661, 23126612
Salix serissima	co2e	2	27240661
Salix serissima	po4e	1	27240661
Salix serissima	ty 8000	1	27228590
Salix serissima	rhamnides	3	27228590, 26094454
Salix serissima	mannitol	1	27228404
Salix serissima	sulfur-xanes	1	27216699
Salix serissima	sulfonate	1	27216699
Salix serissima	eu	1	27196962
Salix serissima	ethylene thiourea	1	27196962
Salix serissima	etu	3	27196962
Salix serissima	tetrahydrophthalimide	1	27196962
Salix serissima	thpi	2	27196962
Salix serissima	desethylatrazine	2	27196962
Salix serissima	2h	3	27179953, 24474870, 15612748
Salix serissima	cbol	1	27178437
Salix serissima	acer	1	27178437
Salix serissima	5-aminosalicylic	1	27158764
Salix serissima	pheophytin	1	27155486
Salix serissima	asimadoline	2	27134665
Salix serissima	t3	1	29732766
Salix serissima	1,2-dimethylhydrazine	2	27093594
Salix serissima	eeb	7	27093594, 25175673, 24168160
Salix serissima	dmh	4	27093594
Salix serissima	bmp	3	27080567
Salix serissima	heroin	11	27062912, 26051158
Salix serissima	mirtazapine	1	27048251
Salix serissima	nasha	9	27042136, 25588523
Salix serissima	hyaluronic acid	5	27042136, 25031792, 25014235, 24274358
Salix serissima	nasha/dx	3	27042136, 25588523
Salix serissima	peginterferon alfa	4	27018988
Salix serissima	thiamine thizole	1	27002060
Salix serissima	ferri-cyanide	5	26992391
Salix serissima	cyanides	3	26992391, 21465162
Salix serissima	kcn	7	26992391, 21465162, 15859117, 14575745
Salix serissima	aspartate	1	26992391
Salix serissima	nh4	3	26956177, 16154512
Salix serissima	hamnoides	2	26915180
Salix serissima	urate	1	26863532
Salix serissima	acutifoliside	2	26820172
Salix serissima	benzoic acid glycoside	2	26820172
Salix serissima	tremuloidin 4	1	26820172
Salix serissima	ferric carboxymaltose	2	26770269
Salix serissima	fcm	2	26770269
Salix serissima	dextran	1	26770269
Salix serissima	methionine acid	1	26753794
Salix serissima	glutamic acid	1	26753794
Salix serissima	glutamine acid	1	26753794
Salix serissima	colchicine	1	26729798
Salix serissima	jasmonate	1	26729798
Salix serissima	low molecular weight organic acids	1	26709965
Salix serissima	phenolic compounds	1	26709965
Salix serissima	salicoid	1	26689951
Salix serissima	tphp	1	26685585
Salix serissima	trichloroacetic acid	2	26684839, 28133997
Salix serissima	tcaa	1	26684839
Salix serissima	dichloroacetic acid	1	26684839
Salix serissima	dcaa	1	26684839
Salix serissima	trichloroethanol	1	26684839
Salix serissima	tcoh	1	26684839
Salix serissima	ole methylnaltrexone	1	26650429
Salix serissima	essential	1	26630428
Salix serissima	5-fluorouracil	2	26593414
Salix serissima	methyl naltrexone	1	26586963
Salix serissima	alinine	1	26572009
Salix serissima	aminosalicylate	1	26563167
Salix serissima	po4(3-)	7	26561751, 26282745
Salix serissima	po4	13	26561751, 26282745, 24487552
Salix serissima	tph	8	26553847, 23488009, 17531475
Salix serissima	n-p-k	1	26553847
Salix serissima	methane dicarboxylic aldehyde	1	26541063
Salix serissima	nitro blue tetrazolium	1	26541063
Salix serissima	nbt	2	26541063, 22419741
Salix serissima	phytoseiids	1	26530991
Salix serissima	peginterferon	3	26497081, 25627020, 22537438
Salix serissima	flavanone	4	26492639, 21982436
Salix serissima	chalcone glycosides	5	26492639, 22743246, 21982436
Salix serissima	chalcone chalconaringenin	1	26492639
Salix serissima	aglycones	2	26492639, 21301937
Salix serissima	5-o-glucosides	1	26492639
Salix serissima	tfa	1	26492639
Salix serissima	7-o-glucosides	1	26492639
Salix serissima	5-o- and 7-o-glucosides	1	26492639
Salix serissima	chalconaringenin	1	26492639
Salix serissima	polypropanoid	1	26459343
Salix serissima	pio	3	26455893
Salix serissima	oxy	5	26455893
Salix serissima	wax	14	26449817, 25198355, 24274758, 17900636, 12127589
Salix serissima	(e)-beta-ocimene	2	26449817, 20544261
Salix serissima	undecane	1	26449817
Salix serissima	decanal	1	26449817
Salix serissima	beta-caryophyllene	1	26449817
Salix serissima	alcohols	5	26449817, 24274758, 12127589
Salix serissima	chlorine	5	26438370, 26026760, 17382539
Salix serissima	pco2	1	26433706
Salix serissima	gm	5	26433706, 18043632
Salix serissima	acidil	3	26422466
Salix serissima	polycytidylic acid	2	26414184
Salix serissima	poly i	1	26414184
Salix serissima	poly i:c	4	26414184
Salix serissima	4-coumarate	1	26393655
Salix serissima	4cl2	1	26393655
Salix serissima	4cl12	1	26393655
Salix serissima	hbeag	1	26390278
Salix serissima	callose	1	26381125
Salix serissima	brassinosteroids	1	26381125
Salix serissima	fish oils	2	26369015
Salix serissima	fish oil	6	26369015
Salix serissima	omega-3 fatty acids	1	26369015
Salix serissima	omega-6 fatty acids	1	26369015
Salix serissima	salmon oil	1	26369015
Salix serissima	free radicals	3	26369015, 25172057, 19746265
Salix serissima	saliglandin	1	26344424
Salix serissima	6'-o-(z)-p-coumaroylsalicin	1	26344424
Salix serissima	diacylglycerols	1	26330688
Salix serissima	dag	2	26330688
Salix serissima	phospholipids	7	26330688, 25013777, 21640537, 20338949, 16403867
Salix serissima	sphingolipids	1	26330688
Salix serissima	eicosanoids	1	26330688
Salix serissima	monounsaturated fatty acid	1	26330688
Salix serissima	dags	1	26330688
Salix serissima	cholesterol esters	1	26330688
Salix serissima	phosphatidic acid	1	26330688
Salix serissima	phosphatidylglycerol	3	26330688, 21640537, 16403867
Salix serissima	phosphatidylethanolamine	4	26330688, 21640537, 16403867
Salix serissima	phosphatidylcholine	2	26330688
Salix serissima	phsophatidylserine	1	26330688
Salix serissima	lysolecithin	1	26330688
Salix serissima	saturated fatty acid	1	26330688
Salix serissima	sphingosine	1	26330688
Salix serissima	sphingosine-1-phosphate	1	26330688
Salix serissima	dihydrosphingosine	1	26330688
Salix serissima	dihydrophingosine-1-phosphate	1	26330688
Salix serissima	globotrioseacylceramide	1	26330688
Salix serissima	gb3	1	26330688
Salix serissima	12-hydroxyeicosatetranoic acid	1	26330688
Salix serissima	condensed tannin	1	26315823
Salix serissima	phosphonophormic acid-pfa	1	26282745
Salix serissima	lloron	1	26276281
Salix serissima	sauce lloron	1	26276281
Salix serissima	sb extract	3	26276281, 24077921
Salix serissima	sb40	1	26276281
Salix serissima	pri	4	26249646
Salix serissima	pri-isoprene	1	26249646
Salix serissima	phe-cadmium	1	26247604
Salix serissima	phe-cd	2	26247604
Salix serissima	ethylenediaminetetraacetic acid	3	26247604, 20554378, 14674516
Salix serissima	ethyl lactate	13	26247604, 20554378
Salix serissima	sephadex  lh	1	26230683
Salix serissima	silica	4	26230683, 17880029
Salix serissima	sephadex  lh-20	1	26230683
Salix serissima	phloroglucinol	1	26230683
Salix serissima	(1-4)-beta-d-galactan	1	26220085
Salix serissima	mannan	2	26220085, 17223555
Salix serissima	homogalacturonan	1	26220085
Salix serissima	n, p	1	26183942
Salix serissima	c4-c16 alkanes	1	26161539
Salix serissima	fluoranthene	2	26161539, 16151227
Salix serissima	anthracene	4	26161539, 20734628, 18547603, 16151227
Salix serissima	biphenyl	2	26161539, 21596420
Salix serissima	polychlorinated biphenyls	8	26161539, 24764193, 23712118, 21596420, 18547603, 18246716, 17885752
Salix serissima	pd98059	1	26096905
Salix serissima	probenecid	1	26096905
Salix serissima	quercetin-3-o-beta-d-glucoside	3	26080509
Salix serissima	rhamnetin	1	26080509
Salix serissima	kaemferol-4'-methylether	1	26080509
Salix serissima	ferulic acid methyl ester	2	26080509
Salix serissima	myricarin a	3	26080509
Salix serissima	kaempferol-7,4'-dimethylether	1	26080509
Salix serissima	cd(	1	26070690
Salix serissima	dses	3	26070690, 19772938
Salix serissima	sr46	2	26070690
Salix serissima	l-phenylalanine	1	26070140
Salix serissima	trans-cinnamic acid	1	26070140
Salix serissima	amf	2	26042135
Salix serissima	isoflavonoid	1	26042135
Salix serissima	selenium	4	26030362, 18719961, 18062484
Salix serissima	tincture of iodine	1	26026760
Salix serissima	chlorohexidine gluconate	1	26026760
Salix serissima	trisodium citrate	1	26026760
Salix serissima	natalizumab	20	26001336, 24847181
Salix serissima	ttg	1	25970536
Salix serissima	mezavant xl	2	25951927
Salix serissima	organochlorine	4	25923541, 16867147, 15893792
Salix serissima	dip	1	25923541
Salix serissima	hexachlorocyclohexane	1	25923541
Salix serissima	hch	7	25923541, 20177744
Salix serissima	alpha-hch	1	25923541
Salix serissima	gamma-hch	1	25923541
Salix serissima	lindane	1	25923541
Salix serissima	ddt	2	25923541
Salix serissima	dde	1	25923541
Salix serissima	organochlorines	2	25923541
Salix serissima	alpha-fenchene	1	25897519
Salix serissima	alpha-phellandrene	1	25897519
Salix serissima	3-carene	1	25897519
Salix serissima	alpha-terpinene	1	25897519
Salix serissima	soda	1	25821257
Salix serissima	salicylic glycoside	1	25804685
Salix serissima	sg	1	25804685
Salix serissima	butyrates	1	25804685
Salix serissima	qmb	1	25796891
Salix serissima	qco2	1	25796891
Salix serissima	mn (oxy)hydoxide	1	25782052
Salix serissima	lipofuscin	1	25779939
Salix serissima	amines	1	25779939
Salix serissima	glyoxylic acid	1	25779939
Salix serissima	o-phthalic aldehyde	1	25779939
Salix serissima	aladaglar	2	25771355
Salix serissima	nigde	2	25771355
Salix serissima	peg-ifn	1	25627020
Salix serissima	bdq	1	25609236
Salix serissima	hyaluronic acid/dextranomer	1	25588523
Salix serissima	noradrenaline	2	25575710
Salix serissima	duloxetine	6	25575710, 20815829
Salix serissima	enacarbil	1	25575710
Salix serissima	dilute-acid	1	25563939
Salix serissima	kynurenine	1	25545673
Salix serissima	tryptophan	4	25545673, 22913630, 10712554
Salix serissima	frutescens cream	1	25536022
Salix serissima	harpagoside	5	25536022, 18602786, 17202897, 16625605
Salix serissima	rofecoxib	8	25536022, 19140170, 17202897, 16625605, 15070163
Salix serissima	vioxx	2	25536022, 16625605
Salix serissima	acetylsalicylate	5	25536022, 11345689
Salix serissima	aldehyde	4	25470968, 21301937, 12530219
Salix serissima	ketone	1	25470968
Salix serissima	ketones	2	25470968, 23811530
Salix serissima	6-ethylchenodeoxycholic acid	1	25468160
Salix serissima	larici-daphnoides	2	25442294, 15912927
Salix serissima	sodium fluoride	1	25409250
Salix serissima	f	1	25409250
Salix serissima	alfa	1	25398070
Salix serissima	crassulacean acid	2	25366937
Salix serissima	cam	2	25366937
Salix serissima	pazopanib	4	25349968, 22207567
Salix serissima	ctau	1	25349968
Salix serissima	dahogntou	1	25268840
Salix serissima	tmz	7	25256634
Salix serissima	esh	3	25256634
Salix serissima	ebb	3	25256634
Salix serissima	erj	1	25256634
Salix serissima	phenolic extract	1	25172057
Salix serissima	pe	2	25172057
Salix serissima	bio-oil	2	25172057, 20724061
Salix serissima	rhodamine b	1	25146117
Salix serissima	(1r,2s)-2-hydroxycyclohexyl-2'-o-trans-p-coumaroyl-beta-d-glucopyranoside	1	25098650
Salix serissima	silica gel	4	25090681, 18639405, 17654466, 12644849
Salix serissima	sephadex lh-20	1	25090681
Salix serissima	mplc	1	25090681
Salix serissima	trichocarpa	2	25078531, 19689899
Salix serissima	dextranomer	2	25031792, 25014235
Salix serissima	trehalose	4	25016075
Salix serissima	polyethylene glycol 400 -peg	1	25016075
Salix serissima	nasha dx	1	25014235
Salix serissima	2,3-trans procyanidin	2	24957134
Salix serissima	u46619	1	24957134
Salix serissima	salix procyanidins	2	24957134
Salix serissima	2,7-dichlorodihydrofluorescein diacetate	1	24957134
Salix serissima	dcfh-da	1	24957134
Salix serissima	2,3-trans procyanidins	1	24957134
Salix serissima	bicarbonate	4	24956584, 16608461, 33874528, 33873943
Salix serissima	sulfonamide	2	24933895
Salix serissima	sulfadimethoxine	3	24933895, 22567719
Salix serissima	silver nitrate	1	24933876
Salix serissima	agno(3)	5	24933876, 21465162
Salix serissima	paraquat	2	24912238
Salix serissima	salt sodium	1	24912238
Salix serissima	zinc sulfate	2	24912238
Salix serissima	trlgl6	1	24912238
Salix serissima	berseem hay	2	24838979
Salix serissima	bh	6	24838979
Salix serissima	st	1	24838979
Salix serissima	ergosterol	4	24823679, 24561898, 19190704, 16866945
Salix serissima	clo	5	24784751
Salix serissima	polybrominated diphenyl ethers	3	24764193, 24622985
Salix serissima	dechlorane	2	24764193
Salix serissima	polybrominated	1	24764193
Salix serissima	diphenyl ethers	1	24764193
Salix serissima	pbdes	10	24764193, 24622985
Salix serissima	dioxin	1	24764193
Salix serissima	dl-pcbs	1	24764193
Salix serissima	dl-pcb	1	24764193
Salix serissima	xifaxan	1	24711766
Salix serissima	sdp	2	24696660
Salix serissima	dilin	2	24661785, 21855518
Salix serissima	dilute acid	1	24655423
Salix serissima	alkaline	4	24655423, 19104846
Salix serissima	peracetic acid	1	24655423
Salix serissima	concentrated acid	1	24655423
Salix serissima	ethyl chloroformate	1	24655423
Salix serissima	sorbic acid	1	24655423
Salix serissima	phenylacetaldehyde	1	24655423
Salix serissima	pbde	6	24622985
Salix serissima	methylerythritol phosphate	1	24614154
Salix serissima	mep	1	24614154
Salix serissima	phosphoenolpyruvate	1	24614154
Salix serissima	pep	1	24614154
Salix serissima	dst	1	24586508
Salix serissima	reactive	1	24535656
Salix serissima	oxygen species	1	24535656
Salix serissima	5-hydroxy methyl furfural	1	24534902
Salix serissima	glucuronic acid	1	24504696
Salix serissima	sterols	1	24465963
Salix serissima	24-methylenecholesterol	1	24465963
Salix serissima	no2	6	24462881, 23562799
Salix serissima	nh3	1	24462881
Salix serissima	nicotinamide	4	24404976, 18524611
Salix serissima	strigolactone	3	24393130, 23610219
Salix serissima	acyl homoserine lactone	1	24370628
Salix serissima	n-acyl homoserine lactone	1	24370628
Salix serissima	radiocesium	15	24346655, 16275718, 16275717
Salix serissima	radionuclides	4	24346655, 16463541, 11900204
Salix serissima	crofelemer	8	24334179
Salix serissima	bumblebee	1	24297306
Salix serissima	n-hexane	3	24274758
Salix serissima	diethyl ether	3	24274758, 20657377
Salix serissima	sugar alcohols	1	24274758
Salix serissima	arabinitol	1	24274758
Salix serissima	sugar alcohol	1	24274758
Salix serissima	glucosamine sulfate	1	24274358
Salix serissima	methylsufonlylmethane	1	24274358
Salix serissima	boswellic acid	1	24274358
Salix serissima	catechol sulphate	1	24146062
Salix serissima	ibu	6	24140530
Salix serissima	borneol	1	24128442
Salix serissima	bicyclic	1	24128442
Salix serissima	pinane	1	24128442
Salix serissima	pinocarvone	1	24128442
Salix serissima	verbenone	1	24128442
Salix serissima	trans-beta-damascenone	1	24128442
Salix serissima	vomifoliol	1	24128442
Salix serissima	methyl syringate	1	24128442
